,ReadId,TileName,TileLength,TilePosition,AlignmentLength,Start,Stop,AlignmentScore,Distance,Suspicious
259747,94,PVP-SE1gp146-EAD,561,4,480,669,1149,237,0,0
259748,95,Piscidin,78,1,69,548,617,105,192,1
259749,95,Flexiblemedian,54,2,56,809,865,71,-380,1
259750,95,K11gp3.5,465,3,457,485,942,253,-696,1
259751,95,XccBg35,579,4,589,246,835,321,0,0
259796,107,LL-37,123,1,97,155,252,104,296,1
259797,107,Flexibleshort,30,2,24,548,572,44,-282,1
259798,107,EL188-CBD,351,3,391,290,681,334,-27,0
259799,107,201j2-1gp229-EAD,540,4,589,654,1243,713,0,0
259808,110,CecropinAD,132,1,143,749,892,139,-737,1
259809,110,Flexibleshort,30,2,31,155,186,124,-6,0
259810,110,EL188-CBD,351,3,388,180,568,920,-22,0
259811,110,BcepC6Bgp16,423,4,451,546,997,721,0,0
259828,115,3IQ2,81,1,82,656,738,117,-595,1
259829,115,Flexiblemedian,54,2,61,143,204,119,-12,0
259830,115,201j2-1gp229-CBD,267,3,277,192,469,587,-19,0
259831,115,BcepC6Bgp22,507,4,473,450,923,1237,0,0
259864,124,CecropinAD,132,1,135,847,982,110,-64,1
259865,124,Flexiblemedian,54,2,25,918,943,62,-522,1
259866,124,K11gp3.5,465,3,461,421,882,226,-536,1
259867,124,XccBg35,579,4,599,346,945,329,0,0
259880,128,NRC-16,69,1,48,115,163,116,408,1
259881,128,Flexibleshort,30,2,31,571,602,71,-557,1
259882,128,KZ144-CBD,258,3,283,45,328,376,-9,0
259883,128,XccBg35,579,4,586,319,905,842,0,0
259892,131,Cathelicidin,102,1,92,367,459,279,-395,1
259893,131,Flexiblemedian,54,2,61,64,125,57,-35,0
259894,131,OBPgp279-CBD,396,3,425,90,515,194,-444,1
259895,131,PVP-SE1gp146-EAD,561,4,558,71,629,261,0,0
259900,133,LL-37,123,1,124,761,885,101,-748,1
259901,133,Flexibleshort,30,2,25,137,162,59,12,0
259902,133,201j2-1gp229-CBD,267,3,277,174,451,346,-47,0
259903,133,OBPgp279-EAD,615,4,653,404,1057,828,0,0
259920,138,Dermaseptin,93,1,104,565,669,120,-436,1
259921,138,Flexiblemedian,54,2,56,233,289,160,-6,0
259922,138,EL188-CBD,351,3,380,283,663,672,6,0
259923,138,PVP-SE1gp146-EAD,561,4,586,669,1255,512,0,0
259952,146,CecropinAD,132,1,120,608,728,125,-591,1
259953,146,Flexiblemedian,54,2,55,137,192,137,-7,0
259954,146,201j2-1gp229-CBD,267,3,278,185,463,782,-17,0
259955,146,XccBg35,579,4,587,446,1033,1499,0,0
260020,163,E7K_I9K_IsCT,51,1,53,73,126,155,798,1
260021,163,Flexiblemedian,54,2,58,924,982,87,-853,1
260022,163,201j2-1gp229-CBD,267,3,285,129,414,773,-23,0
260023,163,XccBg35,579,4,603,391,994,1777,0,0
260032,166,Cecropin,105,1,88,277,365,129,-221,1
260033,166,Flexiblemedian,54,2,57,144,201,157,2,0
260034,166,201j2-1gp229-CBD,267,3,275,203,478,844,-12,0
260035,166,Phage003,423,4,399,466,865,1225,0,0
260040,168,CecropinAD,132,1,153,50,203,140,506,1
260041,168,Flexiblemedian,54,2,57,709,766,86,-533,1
260042,168,201j2-1gp229-CBD,267,3,224,233,457,491,-44,0
260043,168,BcepC6Bgp22,507,4,524,413,937,1190,0,0
260076,177,Sarcotoxin,129,1,138,4,142,120,-100,1
260077,177,Flexiblemedian,54,2,64,42,106,156,15,0
260078,177,KZ144-CBD,258,3,256,121,377,895,-9,0
260079,177,LysEC8,507,4,561,368,929,1220,0,0
260152,196,Cathelicidin,102,1,97,147,244,240,701,1
260153,196,Flexiblemedian,54,2,69,945,1014,88,-737,1
260154,196,EL188-CBD,351,3,362,277,639,604,-31,0
260155,196,BcepC6Bgp22,507,4,492,608,1100,1180,0,0
260192,206,SMAP29,99,1,115,556,671,128,-545,1
260193,206,Flexiblemedian,54,2,52,126,178,167,-5,0
260194,206,201j2-1gp229-CBD,267,3,269,173,442,820,-22,0
260195,206,BcepC6Bgp22,507,4,499,420,919,1709,0,0
260200,208,Melittin,90,1,65,978,1043,205,-909,1
260201,208,Flexiblemedian,54,2,59,134,193,69,269,1
260202,208,K11gp3.5,465,3,501,462,963,192,-954,1
260203,208,BcepC6Bgp22,507,4,546,9,555,278,0,0
260220,213,Cecropin,105,1,86,67,153,144,506,1
260221,213,Flexibleshort,30,2,17,659,676,54,-466,1
260222,213,OBPgp279-CBD,396,3,413,210,623,374,-76,1
260223,213,LUZ24gp67,405,4,388,547,935,493,0,0
260260,223,CecropinAA,120,1,130,525,655,114,-324,1
260261,223,Flexiblemedian,54,2,61,331,392,123,-6,0
260262,223,OBPgp279-CBD,396,3,433,386,819,985,-715,1
260263,223,PsP3gp10,507,4,443,104,547,280,0,0
260264,224,LL-37,123,1,132,566,698,135,-562,1
260265,224,Flexiblemedian,54,2,56,136,192,102,-7,0
260266,224,PVP-SE1gp146-CBD,267,3,283,185,468,474,-24,0
260267,224,OBPgp276,540,4,570,444,1014,984,0,0
260284,229,CecropinAD,132,1,148,651,799,153,-671,1
260285,229,Flexiblemedian,54,2,43,128,171,99,5,0
260286,229,201j2-1gp229-CBD,267,3,282,176,458,669,-17,0
260287,229,BcepC6Bgp16,423,4,403,441,844,766,0,0
260304,234,CecropinAD,132,1,128,517,645,132,-531,1
260305,234,Flexiblemedian,54,2,57,114,171,192,-6,0
260306,234,201j2-1gp229-CBD,267,3,295,165,460,892,-8,0
260307,234,XccBg35,579,4,607,452,1059,1657,0,0
260336,242,CecropinAD,132,1,105,194,299,110,-173,1
260337,242,Flexibleshort,30,2,27,126,153,135,0,0
260338,242,EL188-CBD,351,3,360,153,513,1244,-22,0
260339,242,OBPgp276,540,4,567,491,1058,1997,0,0
260348,245,Protegrin,66,1,70,67,137,124,537,1
260349,245,Flexiblemedian,54,2,54,674,728,69,-571,1
260350,245,KZ144-CBD,258,3,270,157,427,510,57,1
260351,245,PVP-SE1gp146-EAD,561,4,484,484,968,988,0,0
260400,258,Buforin,75,1,59,6,65,206,-61,1
260401,258,Flexibleshort,30,2,32,4,36,44,56,1
260402,258,PVP-SE1gp146-CBD,267,3,179,92,271,442,-24,0
260403,258,Phage2b.1bg019,573,4,599,247,846,2456,0,0
260480,278,LL-37,123,1,113,561,674,126,-481,1
260481,278,Flexiblemedian,54,2,55,193,248,97,-3,0
260482,278,OBPgp279-CBD,396,3,452,245,697,665,-655,1
260483,278,LysAci7,591,4,635,42,677,286,0,0
260492,281,CecropinAD,132,1,94,628,722,133,-575,1
260493,281,Flexiblemedian,54,2,49,147,196,184,-9,0
260494,281,PVP-SE1gp146-CBD,267,3,296,187,483,366,-24,0
260495,281,BcepC6Bgp22,507,4,526,459,985,1355,0,0
260580,303,CecropinAD,132,1,147,296,443,116,-188,1
260581,303,Flexiblemedian,54,2,58,255,313,59,-198,1
260582,303,K11gp3.5,465,3,477,115,592,236,-383,1
260583,303,XccBg35,579,4,599,209,808,316,0,0
260676,327,CecropinAA,120,1,114,1010,1124,118,-435,1
260677,327,Flexibleshort,30,2,27,689,716,59,-678,1
260678,327,K11gp3.5,465,3,499,38,537,213,-450,1
260679,327,KZ144-EAD,543,4,586,87,673,270,0,0
260696,332,E7K_I9K,51,1,54,86,140,154,62,1
260697,332,Flexiblemedian,54,2,53,202,255,230,-8,0
260698,332,201j2-1gp229-CBD,267,3,283,247,530,1041,-15,0
260699,332,KZgp181,501,4,518,515,1033,1985,0,0
260724,339,Pleurocidin,87,1,76,18,94,177,570,1
260725,339,Flexiblemedian,54,2,60,664,724,100,-609,1
260726,339,KZ144-CBD,258,3,263,115,378,627,-19,0
260727,339,BcepC6Bgp22,507,4,537,359,896,1090,0,0
260732,341,CecropinAD,132,1,109,341,450,109,296,1
260733,341,Flexibleshort,30,2,32,746,778,58,-334,1
260734,341,K11gp3.5,465,3,485,444,929,230,-451,1
260735,341,Phage2b.1bg019,573,4,601,478,1079,295,0,0
260792,356,Sarcotoxin,129,1,121,802,923,130,-782,1
260793,356,Flexiblemedian,54,2,46,141,187,208,36,0
260794,356,EL188-CBD,351,3,366,223,589,946,-50,0
260795,356,KMVgp36C,498,4,526,539,1065,1374,0,0
260800,358,Sarcotoxin,129,1,129,250,379,121,-193,1
260801,358,Flexibleshort,30,2,18,186,204,50,2,0
260802,358,EL188-CBD,351,3,339,206,545,284,-29,0
260803,358,LUZ24gp67,405,4,462,516,978,433,0,0
260844,369,LfcinB,57,1,59,93,152,260,342,1
260845,369,Flexiblemedian,54,2,54,494,548,88,-373,1
260846,369,201j2-1gp229-CBD,267,3,296,175,471,738,-24,0
260847,369,BcepC6Bgp16,423,4,497,447,944,1187,0,0
260864,374,PAM2,78,1,78,83,161,178,408,1
260865,374,Flexibleshort,30,2,29,569,598,70,-406,1
260866,374,201j2-1gp229-CBD,267,3,257,192,449,749,-6,0
260867,374,CR8gp3.5,465,4,494,443,937,1209,0,0
260888,380,Sarcotoxin,129,1,118,105,223,115,-106,1
260889,380,Flexiblemedian,54,2,57,117,174,133,-81,1
260890,380,KZ144-CBD,258,3,263,93,356,423,-32,0
260891,380,PVP-SE1gp146-EAD,561,4,598,324,922,1063,0,0
260956,397,CecropinAA,120,1,106,313,419,121,-303,1
260957,397,Flexiblemedian,54,2,60,116,176,87,-9,0
260958,397,OBPgp279-CBD,396,3,427,167,594,693,-18,0
260959,397,LysEC8,507,4,549,576,1125,973,0,0
260960,398,Sarcotoxin,129,1,145,163,308,144,-196,1
260961,398,Flexiblemedian,54,2,55,112,167,170,-9,0
260962,398,K11gp3.5,465,3,494,158,652,558,-67,1
260963,398,KZ144-EAD,543,4,578,585,1163,728,0,0
260972,401,Sarcotoxin,129,1,113,834,947,111,-809,1
260973,401,Flexiblemedian,54,2,52,138,190,104,-7,0
260974,401,KZ144-CBD,258,3,266,183,449,915,-27,0
260975,401,OBPgp276,540,4,569,422,991,1881,0,0
260988,405,Sushi,114,1,114,654,768,121,-623,1
260989,405,Flexiblemedian,54,2,57,145,202,77,49,0
260990,405,K11gp3.5,465,3,402,251,653,184,-571,1
260991,405,XccBg35,579,4,524,82,606,303,0,0
260996,407,SMAP29,99,1,109,578,687,114,-656,1
260997,407,Flexibleshort,30,2,27,31,58,113,9,0
260998,407,OBPgp279-CBD,396,3,401,67,468,1053,-32,0
260999,407,BcepC6Bgp22,507,4,530,436,966,1412,0,0
261012,411,NRC-16,69,1,79,708,787,137,-739,1
261013,411,Flexiblemedian,54,2,53,48,101,60,340,1
261014,411,OBPgp279-CBD,396,3,396,441,837,169,-519,1
261015,411,LysEC8,507,4,444,318,762,276,0,0
261056,422,CecropinAD,132,1,116,63,179,115,-53,1
261057,422,Flexiblemedian,54,2,62,126,188,172,-8,0
261058,422,OBPgp279-CBD,396,3,403,180,583,1552,-31,0
261059,422,OBPgp276,540,4,569,552,1121,2183,0,0
261092,431,Cecropin,105,1,76,346,422,119,-288,1
261093,431,Flexiblemedian,54,2,60,134,194,106,1,0
261094,431,OBPgp279-CBD,396,3,424,195,619,686,-44,0
261095,431,BcepC6Bgp16,423,4,472,575,1047,902,0,0
261108,435,Sarcotoxin,129,1,128,364,492,117,-391,1
261109,435,Flexiblemedian,54,2,63,101,164,66,-37,0
261110,435,KZ144-CBD,258,3,260,127,387,552,-25,0
261111,435,201j2-1gp229-EAD,540,4,564,362,926,1006,0,0
261128,440,CecropinAD,132,1,139,77,216,411,-52,1
261129,440,Flexiblemedian,54,2,48,164,212,116,-11,0
261130,440,PVP-SE1gp146-CBD,267,3,276,201,477,849,-26,0
261131,440,Vpept,438,4,458,451,909,915,0,0
261216,462,E7K_I9K,51,1,46,85,131,169,364,1
261217,462,Flexiblemedian,54,2,65,495,560,78,-419,1
261218,462,201j2-1gp229-CBD,267,3,292,141,433,900,-21,0
261219,462,CR8gp3.5,465,4,497,412,909,1691,0,0
261244,469,PAM2,78,1,88,69,157,228,430,1
261245,469,Flexiblemedian,54,2,59,587,646,91,-467,1
261246,469,201j2-1gp229-CBD,267,3,271,179,450,866,-30,0
261247,469,BcepC6Bgp16,423,4,460,420,880,1217,0,0
261296,482,Nigrocine,74,1,69,79,148,120,578,1
261297,482,Flexiblemedian,54,2,61,726,787,79,-639,1
261298,482,201j2-1gp229-CBD,267,3,259,148,407,731,-19,0
261299,482,PsP3gp10,507,4,526,388,914,996,0,0
261380,2,CecropinAD,132,1,116,288,404,128,-391,1
261381,2,Flexibleshort,30,2,32,13,45,138,-6,0
261382,2,PVP-SE1gp146-CBD,267,3,276,39,315,996,-19,0
261383,2,BcepC6Bgp16,423,4,428,296,724,1671,0,0
261424,13,CecropinAA,120,1,99,51,150,115,787,1
261425,13,Flexiblemedian,54,2,26,937,963,64,-487,1
261426,13,K11gp3.5,465,3,499,476,975,212,-778,1
261427,13,LysAci7,591,4,649,197,846,267,0,0
261428,14,LL-37,123,1,121,737,858,123,-811,1
261429,14,Flexiblemedian,54,2,55,47,102,199,-6,0
261430,14,201j2-1gp229-CBD,267,3,270,96,366,1014,-18,0
261431,14,P2gp09,510,4,518,348,866,1875,0,0
261448,19,CecropinAA,120,1,129,585,714,129,-167,1
261449,19,Flexibleshort,30,2,39,547,586,63,-57,1
261450,19,PVP-SE1gp146-CBD,267,3,313,529,842,458,-830,1
261451,19,Phage2b.1bg019,573,4,654,12,666,266,0,0
261452,20,LL-37,123,1,137,432,569,110,200,1
261453,20,Flexiblemedian,54,2,48,769,817,66,-694,1
261454,20,PVP-SE1gp146-CBD,267,3,149,123,272,320,26,0
261455,20,PsP3gp10,507,4,555,298,853,1496,0,0
261468,24,Pleurocidin,87,1,87,47,134,161,113,1
261469,24,Flexiblemedian,54,2,56,247,303,165,-9,0
261470,24,EL188-CBD,351,3,361,294,655,1065,-39,0
261471,24,OBPgp279-EAD,615,4,635,616,1251,1892,0,0
261492,30,E7K_I9K_IsCT,51,1,50,75,125,188,334,1
261493,30,Flexiblemedian,54,2,57,459,516,67,-375,1
261494,30,201j2-1gp229-CBD,267,3,290,141,431,679,-20,0
261495,30,BcepC6Bgp16,423,4,452,411,863,1185,0,0
261504,33,Sarcotoxin,129,1,134,130,264,259,779,1
261505,33,Flexiblemedian,54,2,51,1043,1094,82,-795,1
261506,33,OBPgp279-CBD,396,3,413,299,712,786,-62,1
261507,33,PsP3gp10,507,4,555,650,1205,1077,0,0
261520,37,Cecropin,105,1,109,275,384,115,-239,1
261521,37,Flexibleshort,30,2,29,145,174,105,2,0
261522,37,201j2-1gp229-CBD,267,3,284,176,460,925,-12,0
261523,37,Phage2b.1bg019,573,4,598,448,1046,2024,0,0
261544,43,Sushi,114,1,84,740,824,114,-710,1
261545,43,Flexiblemedian,54,2,55,114,169,138,12,0
261546,43,OBPgp279-CBD,396,3,410,181,591,409,-52,1
261547,43,OBPgp276,540,4,550,539,1089,692,0,0
261564,48,Sushi,114,1,120,535,655,124,-598,1
261565,48,Flexiblemedian,54,2,61,57,118,107,-8,0
261566,48,PVP-SE1gp146-CBD,267,3,298,110,408,573,-27,0
261567,48,LysAci7,591,4,635,381,1016,936,0,0
261572,50,Sarcotoxin,129,1,104,238,342,112,-293,1
261573,50,Flexiblemedian,54,2,46,49,95,61,-8,0
261574,50,KZ144-CBD,258,3,266,87,353,797,-37,0
261575,50,KZgp181,501,4,530,316,846,1236,0,0
261580,52,Fowlicidin-2,105,1,100,262,362,117,370,1
261581,52,Flexiblemedian,54,2,25,732,757,44,-235,1
261582,52,PVP-SE1gp146-CBD,267,3,234,522,756,368,-17,0
261583,52,KZgp181,501,4,498,739,1237,412,0,0
261612,60,LL-37,123,1,124,474,598,115,-51,1
261613,60,Flexibleshort,30,2,16,547,563,44,-282,1
261614,60,201j2-1gp229-CBD,267,3,283,281,564,562,-29,0
261615,60,KZ144-EAD,543,4,581,535,1116,947,0,0
261640,67,Sarcotoxin,129,1,118,140,258,124,231,1
261641,67,Flexiblemedian,54,2,55,489,544,94,-530,1
261642,67,K11gp3.5,465,3,534,14,548,292,-353,1
261643,67,XccBg35,579,4,564,195,759,284,0,0
261644,68,CecropinAA,120,1,123,79,202,103,-79,1
261645,68,Flexiblemedian,54,2,38,123,161,78,1,0
261646,68,KZ144-CBD,258,3,264,162,426,870,-20,0
261647,68,Vpept,438,4,463,406,869,835,0,0
261680,77,Melittin,90,1,88,72,160,111,746,1
261681,77,Flexiblemedian,54,2,59,906,965,91,-799,1
261682,77,OBPgp279-CBD,396,3,422,166,588,809,-47,0
261683,77,BcepC6Bgp22,507,4,564,541,1105,1153,0,0
261704,83,CecropinAA,120,1,126,497,623,136,-519,1
261705,83,Flexiblemedian,54,2,58,104,162,166,-9,0
261706,83,KZ144-CBD,258,3,275,153,428,795,-30,0
261707,83,XccBg35,579,4,587,398,985,716,0,0
261764,98,SMAP29,99,1,107,77,184,318,-65,1
261765,98,Flexiblemedian,54,2,37,119,156,79,19,0
261766,98,PVP-SE1gp146-CBD,267,3,299,175,474,994,-14,0
261767,98,BcepC6Bgp22,507,4,585,460,1045,1512,0,0
261776,101,Cathelicidin,102,1,114,517,631,117,-382,1
261777,101,Flexiblemedian,54,2,9,249,258,45,387,1
261778,101,201j2-1gp229-CBD,267,3,273,645,918,164,-662,1
261779,101,OBPgp276,540,4,597,256,853,283,0,0
261852,120,CecropinAD,132,1,132,484,616,111,56,1
261853,120,Flexibleshort,30,2,27,672,699,46,-178,1
261854,120,K11gp3.5,465,3,519,521,1040,181,-988,1
261855,120,OBPgp276,540,4,477,52,529,271,0,0
261884,128,Magainin,81,1,79,82,161,170,363,1
261885,128,Flexibleshort,30,2,32,524,556,62,-387,1
261886,128,KZ144-CBD,258,3,263,169,432,610,-24,0
261887,128,PVP-SE1gp146-EAD,561,4,560,408,968,1447,0,0
261892,130,LL-37,123,1,127,562,689,142,-574,1
261893,130,Flexiblemedian,54,2,62,115,177,80,-10,0
261894,130,EL188-CBD,351,3,360,167,527,1068,-31,0
261895,130,LysAci7,591,4,617,496,1113,1172,0,0
261896,131,Chrysophsin,87,1,88,80,168,330,688,1
261897,131,Flexiblemedian,54,2,59,856,915,99,-741,1
261898,131,KZ144-CBD,258,3,275,174,449,866,-16,0
261899,131,PsP3gp10,507,4,531,433,964,1857,0,0
261912,135,SMAP29,99,1,91,618,709,120,-680,1
261913,135,Flexiblemedian,54,2,51,29,80,176,-8,0
261914,135,EL188-CBD,351,3,356,72,428,1169,-28,0
261915,135,BcepC6Bgp16,423,4,426,400,826,1603,0,0
261956,146,NRC-13,81,1,69,54,123,235,544,1
261957,146,Flexibleshort,30,2,29,667,696,61,-543,1
261958,146,PVP-SE1gp146-CBD,267,3,273,153,426,574,-26,0
261959,146,Phage003,423,4,419,400,819,934,0,0
262060,172,CecropinAD,132,1,133,457,590,128,-449,1
262061,172,Flexiblemedian,54,2,50,141,191,65,-17,0
262062,172,PVP-SE1gp146-CBD,267,3,299,174,473,374,-33,0
262063,172,Phage003,423,4,401,440,841,694,0,0
262076,176,Sarcotoxin,129,1,130,125,255,103,-216,1
262077,176,Flexibleshort,30,2,30,39,69,48,265,1
262078,176,KZ144-CBD,258,3,294,334,628,170,-451,1
262079,176,Phage2b.1bg019,573,4,507,177,684,272,0,0
262116,186,Cathelicidin,102,1,106,171,277,394,-264,1
262117,186,Flexiblemedian,54,2,54,13,67,61,212,1
262118,186,PVP-SE1gp146-CBD,267,3,281,279,560,960,-16,0
262119,186,CR8gp3.5,465,4,342,544,886,1476,0,0
262120,187,Sushi,114,1,112,196,308,140,-176,1
262121,187,Flexiblemedian,54,2,62,132,194,93,-7,0
262122,187,201j2-1gp229-CBD,267,3,298,187,485,599,-30,0
262123,187,CR8gp3.5,465,4,514,455,969,1220,0,0
262144,193,Sarcotoxin,129,1,128,953,1081,112,-944,1
262145,193,Flexiblemedian,54,2,50,137,187,107,5,0
262146,193,EL188-CBD,351,3,384,192,576,539,-38,0
262147,193,Phage2b.1bg019,573,4,603,538,1141,900,0,0
262152,195,Sarcotoxin,129,1,145,598,743,111,-694,1
262153,195,Flexiblemedian,54,2,34,49,83,64,-7,0
262154,195,KZ144-CBD,258,3,271,76,347,707,-21,0
262155,195,KZgp181,501,4,524,326,850,1458,0,0
262168,199,CecropinAD,132,1,149,638,787,138,62,1
262169,199,Flexiblemedian,54,2,53,849,902,78,-679,1
262170,199,KZ144-CBD,258,3,270,223,493,370,-20,0
262171,199,BcepC6Bgp22,507,4,498,473,971,527,0,0
262252,220,CecropinAD,132,1,139,213,352,120,359,1
262253,220,Flexiblemedian,54,2,68,711,779,65,-618,1
262254,220,EL188-CBD,351,3,377,161,538,752,-34,0
262255,220,BcepC6Bgp16,423,4,438,504,942,1132,0,0
262260,222,Sarcotoxin,129,1,135,385,520,100,-111,1
262261,222,Flexibleshort,30,2,27,409,436,41,-47,0
262262,222,OBPgp279-CBD,396,3,401,389,790,168,-462,1
262263,222,XccBg35,579,4,598,328,926,213,0,0
262272,225,Magainin,81,1,82,62,144,188,390,1
262273,225,Flexiblemedian,54,2,54,534,588,87,-436,1
262274,225,201j2-1gp229-CBD,267,3,294,152,446,693,-27,0
262275,225,CR8gp3.5,465,4,568,419,987,803,0,0
262288,229,CecropinAD,132,1,116,254,370,118,-212,1
262289,229,Flexiblemedian,54,2,55,158,213,134,-7,0
262290,229,EL188-CBD,351,3,379,206,585,562,-38,0
262291,229,PVP-SE1gp146-EAD,561,4,544,547,1091,769,0,0
262304,233,LL-37,123,1,82,967,1049,113,-980,1
262305,233,Flexibleshort,30,2,29,69,98,47,396,1
262306,233,K11gp3.5,465,3,440,494,934,191,-840,1
262307,233,KZ144-EAD,543,4,561,94,655,305,0,0
262308,234,CecropinAD,132,1,114,172,286,140,-174,1
262309,234,Flexibleshort,30,2,23,112,135,106,-2,0
262310,234,EL188-CBD,351,3,385,133,518,977,-46,0
262311,234,KZgp181,501,4,430,472,902,1640,0,0
262312,235,CecropinAD,132,1,120,762,882,134,-713,1
262313,235,Flexiblemedian,54,2,61,169,230,118,-6,0
262314,235,KZ144-CBD,258,3,284,224,508,494,-21,0
262315,235,BcepC6Bgp22,507,4,533,487,1020,1039,0,0
262316,236,LL-37,123,1,53,884,937,105,103,1
262317,236,Flexiblemedian,54,2,53,1040,1093,61,-685,1
262318,236,KZ144-CBD,258,3,258,408,666,268,-54,1
262319,236,Phage2b.1bg019,573,4,618,612,1230,579,0,0
262328,239,Sushi,114,1,106,77,183,269,726,1
262329,239,Flexiblemedian,54,2,39,909,948,70,-747,1
262330,239,KZ144-CBD,258,3,275,201,476,634,-29,0
262331,239,BcepC6Bgp22,507,4,544,447,991,1210,0,0
262332,240,LL-37,123,1,128,317,445,111,-311,1
262333,240,Flexibleshort,30,2,28,134,162,64,-129,1
262334,240,K11gp3.5,465,3,489,33,522,299,-376,1
262335,240,XccBg35,579,4,604,146,750,293,0,0
262340,242,LL-37,123,1,97,514,611,121,-475,1
262341,242,Flexiblemedian,54,2,49,136,185,122,70,1
262342,242,K11gp3.5,465,3,508,255,763,223,-314,1
262343,242,KMVgp36C,498,4,513,449,962,825,0,0
262344,243,LL-37,123,1,121,654,775,118,-617,1
262345,243,Flexiblemedian,54,2,51,158,209,77,15,0
262346,243,KZ144-CBD,258,3,263,224,487,965,-14,0
262347,243,LysEC8,507,4,498,473,971,1609,0,0
262368,249,NRC-16,69,1,69,656,725,182,-459,1
262369,249,Flexiblemedian,54,2,61,266,327,61,-116,1
262370,249,K11gp3.5,465,3,442,211,653,212,-459,1
262371,249,BcepC6Bgp22,507,4,541,194,735,283,0,0
262376,251,Cathelicidin,102,1,114,93,207,184,555,1
262377,251,Flexiblemedian,54,2,53,762,815,83,-596,1
262378,251,OBPgp279-CBD,396,3,430,219,649,1084,-9,0
262379,251,BcepC6Bgp22,507,4,527,640,1167,1551,0,0
262400,257,Sarcotoxin,129,1,126,760,886,132,-748,1
262401,257,Flexiblemedian,54,2,54,138,192,159,-2,0
262402,257,OBPgp279-CBD,396,3,403,190,593,906,-35,0
262403,257,BcepC6Bgp22,507,4,420,558,978,1091,0,0
262404,258,Myxinidin,48,1,49,109,158,178,82,1
262405,258,Flexiblemedian,54,2,60,240,300,185,-1,0
262406,258,201j2-1gp229-CBD,267,3,276,299,575,780,-18,0
262407,258,BcepC6Bgp22,507,4,489,557,1046,1574,0,0
262408,259,Dermaseptin,93,1,53,1176,1229,146,-477,1
262409,259,Flexibleshort,30,2,28,752,780,50,-270,1
262410,259,K11gp3.5,465,3,485,510,995,235,-438,1
262411,259,XccBg35,579,4,612,557,1169,293,0,0
262420,262,Pleurocidin,87,1,92,77,169,221,632,1
262421,262,Flexiblemedian,54,2,58,801,859,108,-645,1
262422,262,EL188-CBD,351,3,308,214,522,379,-12,0
262423,262,BcepC6Bgp16,423,4,387,510,897,320,0,0
262432,265,SMAP29,99,1,107,683,790,121,-626,1
262433,265,Flexibleshort,30,2,35,164,199,104,-6,0
262434,265,OBPgp279-CBD,396,3,409,193,602,1397,-31,0
262435,265,Vpept,438,4,391,571,962,720,0,0
262448,269,Chrysophsin,87,1,83,702,785,127,-617,1
262449,269,Flexiblemedian,54,2,51,168,219,166,-7,0
262450,269,201j2-1gp229-CBD,267,3,276,212,488,651,-12,0
262451,269,Vpept,438,4,428,476,904,548,0,0
262484,278,NRC-16,69,1,59,40,99,125,780,1
262485,278,Flexibleshort,30,2,31,879,910,52,-757,1
262486,278,OBPgp279-CBD,396,3,421,153,574,782,-31,0
262487,278,201j2-1gp229-EAD,540,4,579,543,1122,1113,0,0
262500,282,Sushi,114,1,119,879,998,129,-202,1
262501,282,Flexiblemedian,54,2,58,796,854,64,-647,1
262502,282,KZ144-CBD,258,3,285,207,492,406,-32,0
262503,282,PsP3gp10,507,4,566,460,1026,857,0,0
262512,285,Piscidin119K,78,1,61,341,402,114,-131,1
262513,285,Flexibleshort,30,2,7,271,278,35,-10,0
262514,285,OBPgp279-CBD,396,3,437,268,705,590,-17,0
262515,285,Vpept,438,4,464,688,1152,340,0,0
262524,288,3IQ2,81,1,84,106,190,128,761,1
262525,288,Flexibleshort,30,2,14,951,965,43,-706,1
262526,288,201j2-1gp229-CBD,267,3,323,259,582,224,25,0
262527,288,LysEC8,507,4,534,607,1141,740,0,0
262536,291,LL-37,123,1,89,503,592,121,104,1
262537,291,Flexiblemedian,54,2,53,696,749,66,-533,1
262538,291,PVP-SE1gp146-CBD,267,3,265,216,481,280,-20,0
262539,291,LysEC8,507,4,510,461,971,653,0,0
262568,299,Sushi,114,1,110,578,688,120,-523,1
262569,299,Flexibleshort,30,2,30,165,195,57,18,0
262570,299,201j2-1gp229-CBD,267,3,299,213,512,207,-31,0
262571,299,LUZ24gp67,405,4,417,481,898,544,0,0
262576,301,3IQ2,81,1,83,228,311,109,-180,1
262577,301,Flexiblemedian,54,2,52,131,183,136,-3,0
262578,301,OBPgp279-CBD,396,3,408,180,588,400,-59,1
262579,301,KZ144-EAD,543,4,565,529,1094,588,0,0
262628,314,Sarcotoxin,129,1,123,602,725,126,-613,1
262629,314,Flexiblemedian,54,2,60,112,172,142,0,0
262630,314,KZ144-CBD,258,3,252,172,424,309,-31,0
262631,314,OBPgp279-EAD,615,4,656,393,1049,694,0,0
262640,317,Sushi,114,1,115,138,253,133,587,1
262641,317,Flexiblemedian,54,2,52,840,892,65,-516,1
262642,317,OBPgp279-CBD,396,3,449,376,825,251,-327,1
262643,317,PsP3gp10,507,4,525,498,1023,543,0,0
262652,320,Sarcotoxin,129,1,115,820,935,124,-866,1
262653,320,Flexiblemedian,54,2,46,69,115,124,-10,0
262654,320,EL188-CBD,351,3,368,105,473,1108,-31,0
262655,320,OBPgp276,540,4,556,442,998,1928,0,0
262660,322,Sarcotoxin,129,1,144,295,439,115,-241,1
262661,322,Flexiblemedian,54,2,51,198,249,59,-11,0
